method,page,para_index,source,text
text,7,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"The new Nestlé Business Excellence function is led by Chris Johnson, the former head of Zone Americas."
text,7,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Zone Americas is now led by Laurent Freixe, the former head of Zone Europe, and the new Zone EMENA by Luis Cantarell, who previously was in charge of Nestlé Nutrition and Nestlé Health Science."
text,7,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"The new head of Nestlé Nutrition is Heiko Schipper, who was formerly responsible for our Global Infant Nutrition division."
text,7,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Nestlé Health Science is led by Greg Behar, who joined the company from Boehringer Ingelheim in July."
text,7,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"The newly established Nestlé Skin Health is led by Humberto Antunes, formerly the Chief Executive Officer of our joint venture Galderma."
text,7,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"We further reinforced our business through continued active portfolio management, reviewing the performance of different products in different markets to assess strategic fit, the extent to which they were accretive against our financial targets, and what investments were necessary to deliver growth."
text,7,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"We made choices about where we wanted to invest, where we wanted to improve, and what we wanted to divest."
text,7,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Making such choices enables us to align our resources behind our best ideas, products and categories, to deliver sustained financial performance and help us on our journey to recognised Nutrition, Health and Wellness leadership over the short term and the long term."
text,7,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"We also announced new investments and research collaborations, which will enhance our ability to deliver science-based solutions to improve the quality of people's lives."
text,7,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,A newly-announced research partnership with the EpiGen consortium will help us to better develop our understanding of the influence of nutrition and genetics at the beginning of life and continue to build our knowledge in this important area.
text,7,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"The Nestlé Institute of Health Sciences began a collaboration on a groundbreaking project, which could one day lead to the development of made-to-measure vitamin combinations tailored to individual needs."
text,7,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Our company was founded almost 150 years ago on the product Henri Nestlé invented, farine lactée."
text,7,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,It saved the life of a child. Today we continue to invest in science-based innovation to ensure we can answer current and future needs.
text,7,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,It is our fundamental belief that to be successful over time we need to create value for our shareholders while at the same time creating value for society.
text,7,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"We call this Creating Shared Value. To prosper we have to take a long-term view, framed in a robust set of principles and values that are based on respect: respect for people, respect for the environment,"
text,7,2,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,and respect for the world we live in. What we do and the effects of what we do are highly visible.
text,7,2,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"It is our responsibility to connect with different stakeholders, to show transparency and build trust."
text,7,2,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"We have therefore again in 2014 reported on our social performance and our compliance in our Nestlé in society report, and our progress towards meeting the tough targets we set ourselves."
text,7,2,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"In 2014 we held another successful Creating Shared Value forum, this time at the Nestlé Research Center in Lausanne, co-organised for the first time with a United Nations body, the UN Conference on Trade and Development (UNCTAD)."
text,7,2,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,The President of the Swiss Confederation used his address to the event to plead for water to become a self-standing goal of the future global development agenda.
text,7,2,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,At the event we renewed our long-standing partnership with the International Federation of Red Cross and Red Crescent Societies.
text,7,2,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Since 2006 this collaboration has focused on the improvement of rural communities' access to clean water and sanitation.
text,7,2,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Currently, at the United Nations there are intense discussions about the global development goals for the period after"
text,7,3,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"isations are increasingly reliant on the expertise, experience and resources of the private sector to help address some of the world's most pressing problems."
text,7,3,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"This offers an opportunity for global companies such as Nestlé to make a valuable contribution, in partnership with governments and civil society."
text,7,3,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"We are participating actively in the policy dialogue in areas which will deeply influence our future business, such as food security, nutrition and health, water, sustainability, and human rights."
text,7,3,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"The Board of Directors has actively supported the decisions we have taken to further strengthen our Nutrition, Health and Wellness strategy in 2014."
text,7,3,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"It carried out a review of the Wyeth acquisition, received an update on Nestlé Professional, and visited our operations in France, where the discussions included a focus on Nestlé Waters."
text,7,3,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"The Board discussed our global strategy in November, and reviewed our business in the United States, as well as Nestlé Nutrition, Nestlé Health Science and Nestlé Skin Health."
text,7,3,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"It also examined our past capital investments and future needs, as well as our continuing active portfolio management."
text,7,3,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"The Board exercised its responsibilities for financial planning and oversight, risk and compliance management, and setting the right tone at the top of the company."
text,7,3,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"At our 2014 shareholders' meeting, the Board proposed significant changes to our corporate governance in response to changes in Swiss legislation."
text,7,3,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,The changes to our Articles of Association were approved by a large majority. For the first
text,8,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"time in 2014, shareholders had to elect all members of the Board for annual terms and to directly elect the Chairman of the Board and the Members of the Compensation Committee."
text,8,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,The new governance framework had a significant impact on our Annual General Meeting (AGM) and put compliance at the forefront of the meeting.
text,8,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,The role of the Board has changed and the AGM has been given increased responsibilities.
text,8,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,We therefore lead an active dialogue with our shareholders and proxy advisors to explain these changes and new responsibilities.
text,8,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"At our next AGM in April, we will for the first time submit our proposals for the compensation of the Board of Directors and the Executive Board for approval by our shareholders as required by the new legislation."
text,8,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"We have implemented these measures in a manner designed to preserve legal certainty, while ensuring that compensation remains competitive."
text,8,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,We continue our active dialogue with investors and encourage all shareholders to vote and to help preserve our long-term focus as set out in our Articles of Association.
text,8,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Our success has always been based upon our determin ation to stay the course and look ahead, to understand the environment in which we operate, to organise ourselves to seize opportunities to deliver profitable growth, now and in the future."
text,8,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Although we are operating in a challenging and turbulent economic environment, we see these as fascinating times, full of opportunities."
text,8,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"We continue to commit ourselves to ambitious financial targets. We aim to achieve organic growth of around 5% to 6%, improvements in margins and underlying earnings per share in constant currencies, as well as capital efficiency."
text,8,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"There will be years when we exceed our ambition and years where we come close, but this is the line we want to walk over time."
text,8,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"We would like to thank our 339 000 employees, whose commitment to Nestlé, hard work and disciplined alignment behind our strategy ensured that we achieved our common goals."
text,8,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Their talent, their creativity, their discipline and entre preneurship are key to delivering our results."
text,8,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"We would also like to thank you, our shareholders, for your investment and your confidence, which have enabled us to deliver good returns for investors over the long term."
text,10,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Supporting parents in raising healthier children 12 Developing innovative products to safeguard skin health 16 Helping ageing dogs maintain brain health 20 Continuing to deliver the highest quality espresso coffee through Nespresso 24 Extending new job opportunities to European youth 30
text,11,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"For almost 150 years we have enhanced people's lives by offering tastier and healthier food and beverages choices at all stages of life and at any time of day, helping them care for themselves and their families."
text,11,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,We have built our success by anti cipating the future and continuously adapting ourselves to seize the opportunities it presents.
text,11,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Through the continuous innovation and renovation of our products we are helping people enjoy healthier diets.
text,11,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"In 2014 we continued to invest behind the ideas, the products and the categories that help us on our journey towards recognised Nutrition, Health and Wellness leadership, and deliver sustained financial performance."
text,11,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"The Nestlé Strategic Roadmap (facing page) is our compass, driving internal alignment behind our goals."
text,11,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"The roadmap shows the strengths we leverage to drive performance and deliver competitive advantage. Our strong culture, values and principles, all based on respect, unite us worldwide."
text,11,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Our ambition is not just to be the leader but the industry reference for Nutrition, Health and Wellness."
text,11,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"In recent years we have built on the strong foundations of our unrivalled food and beverage portfolio, exploring the benefits of nutrition's therapeutic role with Nestlé Health Science."
text,11,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"In 2014 we again expanded the boundaries of Nutrition, Health and Wellness with the creation of Nestlé Skin Health, offering scientifically-proven products and solutions for people's skin health needs throughout their lives."
text,11,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"In the following pages we highlight some of our efforts to contribute to society, driven by our determination to offer Nutrition, Health and Wellness for all."
text,12,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Co m pl ia n c e - S u st ai n a bi li ty Cr e at in g S h ar e d V al u e N e st lé c ul tu re , v al u e s a n d pr in ci pl e s Nutrition, Health and Wellness Emerging markets and Popularly Positioned Products Out-of-home consumption Premiumisation Unmatched product and brand portfolio Unmatched research and development capability Unmatched geographic presence People, culture, values and attitude Consumer engagement Operational efficiency Whenever, wherever, however Innovation and renovation Our objective is to be the leader in Nutrition, Health and Wellness, and the industry reference for financial performance, trusted by all stakeholders  Operational pillars Competitive advantages Growth drivers"
text,13,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Nutrition, Health and Wellness - our promise for a better life We enhance people's lives by offering tastier and healthier food and beverage choices at all stages of life and at all times of the day."
text,13,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Nutrition, Health and Wellness is a priority for the people who buy our products, for society as a whole and for us as a business."
text,13,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,As the world's leading food and beverage company we have a responsibility to use our knowledge and our research and development capability to make a positive difference to society.
text,13,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,We have an important role to play in not only providing good nutrition but in helping people understand its value.
text,13,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Start Healthy Stay Healthy is our interactive, science-based education programme designed to help parents and caregivers provide nutritionally and developmentally adequate nutrition in the crucial first 1000 days of life."
text,13,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,We support and promote breastfeeding as the best start a baby can have in life.
text,13,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Our educational programmes are targeted at people who are most involved in implementing good practices during this important early period in a child's development.
text,13,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,We help to guide parents and caregivers to raise healthier children and help healthcare professionals have a greater impact on the nutritional aspects of care of future generations.
text,13,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,We continue to reinforce our leadership in the area of children's nutrition. By the end of 2014 98% of all our products for children met the Nestlé Nutritional Foundation criteria for children.
text,13,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,These criteria are based on nutrition science and public health dietary recommendations from bodies such as the World Health Organization and the Institute of Medicine.
text,13,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Our products are evaluated against these criteria using the Nestlé Nutritional Profiling System which determines their nutritional value and whether they achieve Nestlé Nutritional Foundation status.
text,13,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"We are carrying out large-scale studies together with leading scientists of children's diet and lifestyles, based on the success of the Nestlé Feeding Infants and Toddlers Study."
text,13,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"In addition to dietary intakes and behaviours, our research explores family dynamics around diets and key lifestyle patterns of children while documenting their height and weight."
text,13,1,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"We use this data to support our product reformulation, consumer communication and educational programmes, and we share the results with the wider scientific community, non-governmental organisations and others."
text,13,2,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"We ensure global compliance with responsible advertising and marketing standards for children, abiding by external pledges such as the EU Pledge."
text,13,2,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"At the end of 2014, the Executive Board approved an updated and strengthened Nestlé Marketing Communication to Children Policy, which will come into effect in December 2015."
text,13,2,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"To ensure consistent and effective implementation, detailed internal guidelines have been developed and external stakeholders are encouraged to provide feedback via our Tell us reporting mechanism."
text,13,2,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"We have phased out our marketing communication in schools and reinforced our health and wellness education activities, particularly those that positively impact children's development and support governments' goals to increase physical activity."
text,13,2,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"By the end of 2014 the Nestlé Healthy Kids programme was in 73 countries, supporting initiatives which demonstrate how appropriate nutrition and exercise can improve the health of children and their communities."
text,13,2,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"In addition, our own studies in four countries have shown that two thirds of children are insufficiently hydrated when they arrive at school."
text,13,2,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"In 2014 we provided tools and information that schools, parents and caregivers need to ensure children learn about the benefits of healthy hydration."
text,13,2,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"United for Healthier Kids is a platform, created by Nestlé in 2014, where society can engage and collaborate to find ways to improve the health and wellness of children, from conception to the age of 12 years."
text,13,2,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"In Mexico, a TV series was launched which supports and encourages five families looking to change their eating and lifestyle habits over six months."
text,13,2,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,The platform has also been launched in the Philippines. Through innovation and renovation we continue to make our products tastier and healthier.
text,13,3,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"In line with the recommendations from public health authorities, we are reducing the amount of salt, sugar and saturated fats in our products as part of our contribution towards the fight against non-communicable diseases in society."
text,13,3,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Our reduction targets are included in our public nutrition commitments (detailed in the Nestlé in society report) so our progress can be measured.
text,13,3,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,We are also ensuring that whole grains are the primary ingredient in our breakfast cereals for children and teenagers.
text,13,3,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,We want to help people who buy our products to make informed decisions by giving them better nutritional information on our product labels.
text,13,3,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,We are enhancing our portion guidance and have committed to print GDAs (Guideline Daily Amounts) on the front of all relevant packaging.
text,13,3,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"These make it easier for people to see how much salt, sugar or fat is in the product, and how the amounts compare to reference daily guidelines."
text,14,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"It is designed to help reframe portion norms, particularly in energy dense categories where habitual servings have increased over time."
text,14,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"In parts of the world where people find it difficult to get essential vitamins and minerals in their daily diets, we fortify foods to help them and their families stay healthy."
text,14,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,We are on track to deliver our commitment of 200 billion servings of micronutrient fortified foods and beverages annually around the world by next year.
text,14,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"In 2014 we continued to extend the reach of our microfortification programmes, focusing on categories for children and women of child-bearing age, such as fortified infant cereals and growing-up milks."
text,14,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Salt reduction Nestlé scientists at the Product Technology Centre in Singen, Germany, are working to reduce the amount of salt in Maggi Tomato Mozzarella Soup by enhancing other flavours."
text,14,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Nestlé Healthy Kids Finding ways to help children, like these in Brazil, to be more active and to make healthy eating choices helps them achieve and maintain a healthy body weight."
text,14,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,Guiding the portions This label from Italy gives detailed information about the contents of a recommended portion made with 13.5 g of Nestlé Nesquik and 200 ml of milk.
text,16,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Research carried out by the Nestlé Research Center, and published in the journal Appetite, indicates that children who help their parents prepare their own meals eat significantly more vegetables than those children who are not involved in cooking with their parents."
text,16,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Nestlé aims to support parents with the information they need to make the most informed decisions about their children's health and eating habits, such as the importance of regular consumption of fruits and vegetables, and of exercise."
text,16,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,We believe getting it right early in life pays big dividends in terms of health and well-being throughout life.
text,16,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Supporting parents is part of Nestlé's commitment to helping future generations develop their full potential and live healthier lives by providing high-quality, science-driven nutrition for infants and children in the first 1000 days of life."
text,17,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"Our company was founded almost 150 years ago on the product Henri Nestlé invented, farine lactée."
text,17,0,data/raw/Nestle_2014_auto-paragraph-parsing.pdf,"It saved the life of a child. Nestlé's success has been built on innovation, which will continue to drive performance and deliver profitable growth in the years ahead."
